5	0
12	0
14	2
18	2
22	2
27	2
32	2
36	2
41	4
46	4
51	4
57	4
60	5
66	5
70	5
77	5
82	5
85	5
89	5
94	5
102	5
109	5
113	6
119	6
122	7
126	7
131	7
137	7
141	7
146	7
151	7
154	7
160	7
167	7
173	7
176	7
180	7
186	7
190	7
195	7
201	8
204	8
207	8
213	8
220	8
228	8
232	8
236	8
240	8
246	8
250	8
256	8
260	8
267	8
272	8
278	8
281	8
286	8
292	8
297	8
300	8
307	8
312	8
317	8
322	8
327	8
333	8
340	9
344	9
350	9
355	9
363	9
367	9
373	9
380	9
385	9
391	10
397	11
402	11
407	11
413	11
417	11
423	11
429	11
434	11
440	11
445	11
451	11
460	11
465	11
469	11
472	11
476	12
481	12
486	12
489	12
496	12
501	12
506	12
511	12
516	12
521	12
524	12
530	12
533	12
537	12
540	12
546	12
552	12
555	13
560	14
565	14
568	14
577	14
580	14
584	14
589	14
594	15
599	15
605	15
612	15
616	15
621	15
624	15
629	15
633	15
634	16
638	16
640	16
643	16
645	16
649	16
653	16
655	16
659	16
662	16
664	16
667	16
669	16
672	16
679	16
682	16
685	17
691	18
694	18
697	18
699	18
701	18
704	18
708	19
713	19
715	19
718	19
720	19
724	19
728	20
731	20
736	20
739	20
742	20
744	20
747	20
751	20
753	20
756	20
760	20
764	20
766	20
769	20
771	20
774	20
778	20
782	20
786	20
788	20
792	20
798	20
802	20
805	20
810	20
814	20
818	20
821	20
823	20
826	20
828	20
830	20
833	20
836	20
839	20
842	20
846	20
850	20
853	20
857	20
860	20
864	20
868	20
871	20
875	20
878	20
882	20
885	20
889	20
894	20
896	20
900	20
904	20
908	20
912	20
915	20
919	20
922	20
926	20
930	20
933	20
936	20
938	20
941	20
945	20
949	20
953	20
958	20
963	20
966	20
971	20
976	20
980	20
985	20
991	20
994	20
999	20
1005	20
1010	20
1015	20
1020	20
1028	20
1033	20
1039	20
1045	20
1049	20
1055	20
1061	20
1067	20
1075	20
1080	20
1085	20
1092	20
1097	20
1101	20
1106	20
1113	20
1119	20
1124	20
1129	20
1135	20
1141	20
1144	20
1149	20
1154	20
1160	20
1165	20
1171	20
1179	20
1186	20
1191	20
1194	20
1199	20
1204	20
1210	20
1214	20
1223	20
1227	20
1231	20
1237	20
1241	20
1246	20
1251	20
1256	20
1261	20
1268	20
1274	20
1279	20
1283	20
1288	20
1293	20
1299	20
1307	20
1310	20
1318	20
1324	20
1330	20
1335	20
1342	20
1347	20
1352	20
1356	20
1360	20
1365	20
1369	20
1376	20
1381	20
1388	20
1392	20
1396	20
1399	20
1405	20
1410	20
1414	20
1420	20
1424	20
1429	20
1434	20
1439	20
1444	20
1448	20
1453	20
1457	20
1461	20
1464	20
1468	20
1473	20
1479	20
1486	20
1491	20
1498	20
1505	20
1510	20
1515	20
1521	20
1526	20
1533	20
1538	20
1544	20
1548	20
1553	20
1558	20
1563	20
1569	20
1572	20
1577	20
1583	20
1589	20
1594	20
1601	20
1606	20
1609	20
1613	20
1619	20
1623	20
1627	20
1629	20
1631	20
1635	20
1637	20
1641	20
1646	20
1649	20
1652	20
1657	20
1660	20
1662	20
1665	20
1667	20
1670	20
1673	20
1675	20
1677	20
1681	20
1684	20
1686	20
1690	20
1692	20
1696	20
1699	20
1703	20
1705	20
1710	20
1714	20
1717	20
1721	20
1725	20
1728	20
1733	20
1735	20
1738	20
1740	20
1743	20
1748	20
1751	20
1755	20
1759	20
1763	20
1766	20
1768	20
1770	20
1773	20
1778	20
1781	20
1785	20
1786	20
1789	20
1792	20
1795	20
1799	20
1801	20
1805	20
1808	20
1811	20
1814	20
1817	20
1820	20
1823	20
1828	20
1831	20
1837	20
1841	20
1845	20
1850	20
1857	20
1859	20
1864	20
1870	20
1873	20
1877	20
1885	20
1888	20
1895	20
1900	20
1906	20
1913	20
1916	20
1921	20
1926	20
1932	20
1935	20
1941	20
1946	20
1949	20
1953	20
1959	20
1965	20
1971	20
1975	20
1981	20
1985	20
1988	20
1992	20
1997	20
2002	20
2007	20
